Customer_ID,Age,Gender,Education,Occupation,Annual_Income,Avg_Monthly_Balance,Credit_Limit,Utilization_Ratio,Loan_Amount,EMI_to_Income,Mobile_App_Usage_Days,Internet_Banking_Frequency,Savings_Account,Credit_Card,Home_Loan,Personal_Loan,Insurance,Mutual_Fund,FD,Cross_Sell_Accepted
2248,52,Male,Undergraduate,Self-Employed,1863207,142309,433162,0.57,1497738,0.42,14,21,1,0,1,0,0,1,0,0
2249,53,Female,Graduate,Self-Employed,875482,14943,689030,0.72,1748276,0.28,20,4,1,0,1,1,1,0,1,0
2250,36,Female,Post-Graduate,Salaried,1310736,194989,531793,0.14,2009619,0.06,2,25,1,0,0,0,0,0,1,1
2251,32,Female,Graduate,Salaried,765241,140257,434830,0.24,2933843,0.06,14,41,1,1,1,0,0,0,1,0
2252,58,Male,Graduate,Business,1537693,102055,160138,0.94,1247258,0.34,23,35,1,1,0,1,1,1,1,0
2253,54,Male,Undergraduate,Salaried,2516228,102292,168871,0.35,719862,0.51,29,35,1,0,0,1,1,1,0,0
2254,34,Male,Undergraduate,Business,2196096,424436,593966,0.31,2645561,0.38,7,35,1,1,0,0,1,1,1,1
2255,56,Female,Post-Graduate,Professional,768117,451014,610911,0.13,1905018,0.29,15,39,1,1,0,0,1,1,1,0
2256,53,Female,Undergraduate,Salaried,2664960,38694,587657,0.68,42884,0.54,22,33,1,1,0,0,0,1,0,1
2257,43,Male,Post-Graduate,Business,388859,169322,478735,0.51,2342217,0.16,8,13,1,0,0,0,1,0,1,1
2258,22,Female,Post-Graduate,Self-Employed,1468381,220550,799105,0.19,127192,0.25,19,4,1,1,0,0,0,1,0,0
2259,61,Male,Post-Graduate,Professional,698595,436443,411172,0.62,229196,0.36,2,57,1,1,0,0,1,1,0,1
2260,41,Male,Post-Graduate,Business,2333740,88305,255977,0.52,205180,0.21,26,44,1,1,0,1,0,0,1,0
2261,22,Male,Undergraduate,Professional,2952976,485255,616544,0.56,1311356,0.6,1,40,1,1,0,1,0,1,1,0
2262,47,Male,Graduate,Self-Employed,436063,194992,287425,0.95,1437383,0.3,28,51,1,1,0,1,1,1,1,0
2263,29,Female,Graduate,Self-Employed,1814122,20447,141006,0.08,2255355,0.08,19,56,1,1,0,0,0,1,1,0
2264,21,Female,Undergraduate,Business,2251142,261740,134419,0.87,704794,0.15,24,38,1,1,0,0,1,1,0,1
2265,31,Female,Undergraduate,Business,1969513,84045,666874,0.81,2052309,0.34,28,42,1,0,0,0,1,0,0,0
2266,23,Male,Post-Graduate,Self-Employed,917801,295009,169805,0.42,2843803,0.35,8,45,1,1,0,1,1,0,0,1
2267,43,Female,Undergraduate,Business,590503,327594,652362,0.84,2738174,0.59,7,30,1,1,1,0,1,1,0,1
2268,46,Male,Graduate,Self-Employed,2514212,26134,555573,0.63,1497617,0.38,28,27,1,1,0,1,0,1,0,0
2269,24,Male,Undergraduate,Salaried,1791094,264819,569064,0.85,1033046,0.42,18,35,1,1,0,0,0,0,0,0
2270,38,Male,Undergraduate,Business,2485211,62378,621591,0.59,2130536,0.17,19,28,1,1,0,0,1,0,1,1
2271,26,Male,Post-Graduate,Professional,1552383,419417,157665,0.24,773278,0.11,13,41,1,1,1,0,1,0,1,0
2272,55,Male,Post-Graduate,Self-Employed,1302307,116889,762377,0.57,2510625,0.38,16,42,1,0,0,1,1,1,1,0
2273,42,Male,Post-Graduate,Salaried,707349,422152,93327,0.21,2809336,0.53,23,45,1,1,0,0,1,0,0,0
2274,63,Female,Post-Graduate,Business,2978395,219866,119830,0.18,446982,0.37,11,48,1,1,0,0,1,1,1,1
2275,35,Female,Graduate,Self-Employed,2998555,202824,354568,0.64,1336324,0.29,24,55,1,1,0,1,1,0,0,0
2276,42,Female,Undergraduate,Salaried,2612763,206381,423818,0.9,459796,0.37,25,8,1,1,1,1,0,1,0,1
2277,57,Female,Undergraduate,Business,954932,162834,133650,0.58,2310789,0.31,22,26,1,1,1,0,0,0,1,1
2278,62,Male,Post-Graduate,Self-Employed,1894735,275372,516901,0.77,2048940,0.13,10,43,1,1,1,0,0,0,1,1
2279,32,Male,Graduate,Self-Employed,1223727,69405,228318,0.2,2096759,0.46,19,34,1,1,0,1,1,0,1,0
2280,62,Female,Graduate,Self-Employed,2149205,124764,634926,0.64,1093873,0.34,25,51,1,0,0,1,1,0,0,0
2281,58,Female,Undergraduate,Business,2472075,341090,542643,0.71,226210,0.27,5,29,0,1,0,1,1,1,1,0
2282,38,Female,Post-Graduate,Salaried,926945,141480,466793,0.09,2324585,0.36,12,55,0,0,0,1,1,0,1,0
2283,55,Female,Undergraduate,Self-Employed,916726,128780,737535,0.14,132738,0.18,4,2,1,1,0,0,0,0,1,0
2284,50,Female,Undergraduate,Salaried,2346455,57497,244681,0.75,1214880,0.29,25,6,1,1,0,0,0,1,1,0
2285,44,Female,Graduate,Salaried,663053,271966,164952,0.45,2883158,0.39,26,48,1,1,0,1,1,0,1,0
2286,62,Female,Graduate,Professional,662986,61419,425814,0.42,741711,0.17,28,16,1,0,0,1,0,1,0,0
2287,50,Female,Undergraduate,Salaried,641576,199159,396093,0.88,506328,0.46,16,7,1,1,1,0,1,1,0,1
2288,34,Male,Post-Graduate,Salaried,2151206,129216,548394,0.94,1747056,0.34,2,11,1,1,0,1,0,0,1,0
2289,26,Male,Post-Graduate,Salaried,1841456,397877,108587,0.74,770298,0.52,26,59,1,0,1,0,1,0,0,1
2290,23,Male,Undergraduate,Salaried,1834472,392406,446982,0.76,1004431,0.52,4,16,1,1,0,0,1,1,0,0
2291,36,Male,Undergraduate,Salaried,2874661,146845,351968,0.24,2518360,0.32,29,6,1,1,0,0,1,1,1,0
2292,27,Female,Post-Graduate,Business,711731,456202,58299,0.22,913257,0.16,16,37,1,0,1,0,0,0,1,0
2293,34,Male,Post-Graduate,Professional,1717033,374445,762583,0.93,2814850,0.46,22,9,1,1,0,1,0,1,0,1
2294,29,Female,Post-Graduate,Self-Employed,1108459,462391,439755,0.68,2224708,0.28,11,3,1,0,0,1,0,0,1,0
2295,35,Male,Undergraduate,Professional,2148800,477931,713209,0.67,2004734,0.38,6,53,1,1,0,1,0,1,0,1
2296,41,Female,Graduate,Professional,555519,408833,719131,0.31,1205638,0.11,28,29,1,1,0,0,1,0,0,1
2297,55,Female,Post-Graduate,Self-Employed,2740609,471453,341748,0.85,2331633,0.4,11,53,1,0,0,0,1,0,0,1
2298,22,Male,Post-Graduate,Salaried,2612511,390544,449251,0.09,755285,0.26,10,8,1,1,0,1,1,1,0,0
2299,47,Male,Post-Graduate,Self-Employed,789775,144979,507736,0.3,2639577,0.23,15,40,1,1,0,0,0,0,0,0
2300,22,Female,Undergraduate,Salaried,2248337,285985,647783,0.21,1729073,0.59,21,17,1,0,0,0,1,0,1,0
2301,55,Female,Graduate,Self-Employed,979025,363010,577484,0.69,1363454,0.29,26,38,1,0,0,1,1,1,0,1
2302,38,Female,Graduate,Business,2690422,453043,611187,0.69,2868357,0.42,7,44,0,1,1,0,0,1,0,1
2303,34,Male,Post-Graduate,Professional,1046732,195151,247020,0.53,2266500,0.4,21,6,1,0,1,0,0,1,1,0
2304,40,Male,Undergraduate,Salaried,661781,220015,143270,0.05,992997,0.11,15,47,1,0,1,0,1,1,0,1
2305,38,Female,Graduate,Professional,427208,464683,517426,0.84,1658940,0.46,22,11,0,0,0,1,0,0,0,1
2306,30,Male,Undergraduate,Salaried,1328644,451307,126687,0.91,1691387,0.23,1,10,1,0,1,1,0,1,0,0
2307,45,Female,Graduate,Self-Employed,2056172,64501,217687,0.23,5861,0.49,8,2,1,0,0,1,0,0,1,0
2308,22,Male,Post-Graduate,Self-Employed,1543631,71855,452010,0.81,2797013,0.38,5,53,0,1,1,0,1,0,0,0
2309,45,Male,Undergraduate,Self-Employed,1384731,107735,608137,0.93,259422,0.22,21,29,1,1,1,0,0,1,0,0
2310,53,Male,Post-Graduate,Business,1314607,261928,636891,0.34,1698873,0.25,26,6,0,1,1,0,0,1,0,1
2311,56,Male,Graduate,Self-Employed,1583053,101822,799739,0.22,97173,0.45,6,51,1,1,0,0,0,1,0,1
2312,51,Male,Graduate,Self-Employed,644705,160931,693331,0.93,2915530,0.35,22,49,1,1,0,0,0,1,0,1
2313,34,Female,Post-Graduate,Business,425183,344496,663870,0.1,2673695,0.42,24,9,1,1,0,0,0,0,1,1
2314,21,Female,Graduate,Professional,1381784,452909,746742,0.3,2724496,0.14,4,2,1,1,1,0,1,1,0,0
2315,36,Male,Post-Graduate,Professional,2414674,419764,368231,0.72,473017,0.48,15,4,1,0,0,1,0,1,1,1
2316,23,Female,Post-Graduate,Salaried,2815858,495583,788400,0.61,618664,0.23,4,57,1,0,0,1,0,1,1,1
2317,55,Female,Post-Graduate,Professional,993371,131780,127895,0.67,148501,0.39,3,41,1,1,0,0,0,1,1,1
2318,61,Male,Graduate,Salaried,2301151,486120,709887,0.69,925519,0.11,25,40,1,1,0,1,0,1,0,0
2319,26,Female,Undergraduate,Salaried,2838122,94581,160971,0.67,576297,0.23,16,30,1,1,0,0,1,1,1,0
2320,45,Male,Post-Graduate,Professional,2966542,391300,318837,0.36,2923655,0.41,16,4,1,1,0,1,1,0,0,0
2321,33,Female,Undergraduate,Professional,314040,305529,349815,0.33,1825069,0.2,8,1,0,1,1,0,1,1,1,1
2322,54,Female,Graduate,Business,1224550,218713,607111,0.44,1597826,0.53,21,43,1,0,0,0,1,1,1,1
2323,28,Female,Graduate,Salaried,2829742,427860,391094,0.78,2180684,0.41,27,11,1,0,0,0,0,0,0,0
2324,41,Female,Undergraduate,Professional,646142,15639,762724,0.89,2147869,0.53,24,7,1,0,0,0,0,1,1,0
2325,54,Female,Post-Graduate,Professional,1584055,236938,799170,0.46,1281307,0.27,6,18,1,1,0,0,0,1,0,0
2326,24,Female,Graduate,Business,2483222,349296,302113,0.13,2074952,0.07,21,8,1,1,1,1,0,1,1,0
2327,45,Female,Post-Graduate,Professional,990328,292724,130586,0.89,1247691,0.37,13,30,1,0,0,0,1,0,1,0
2328,35,Male,Post-Graduate,Self-Employed,1142013,370448,330522,0.12,1363876,0.24,9,15,1,0,0,0,1,0,0,0
2329,24,Male,Undergraduate,Self-Employed,2765827,299118,67218,0.19,2676402,0.3,9,58,0,1,0,0,0,1,1,0
2330,32,Male,Graduate,Salaried,2313069,448589,284646,0.83,2767334,0.42,11,10,1,1,1,0,0,0,1,0
2331,52,Male,Undergraduate,Business,498554,385406,523024,0.55,260690,0.44,8,46,1,1,0,0,1,0,1,1
2332,52,Female,Graduate,Professional,1983711,237158,457742,0.37,2444999,0.07,28,59,1,1,0,0,0,0,0,1
2333,48,Female,Undergraduate,Salaried,351377,57612,654566,0.89,834533,0.47,13,2,1,0,0,1,1,0,0,0
2334,33,Female,Graduate,Professional,1248298,427977,693285,0.91,2326338,0.32,26,42,1,0,1,1,0,0,0,1
2335,51,Male,Graduate,Self-Employed,2880448,268775,748234,0.35,175061,0.36,19,51,1,1,0,1,0,1,0,0
2336,34,Male,Graduate,Professional,2061739,20701,683385,0.83,1671808,0.21,29,15,1,1,0,0,0,0,0,0
2337,40,Male,Post-Graduate,Professional,2255799,292966,411949,0.66,1855478,0.28,25,22,1,0,0,1,0,0,0,0
2338,38,Female,Post-Graduate,Professional,1230993,287114,131089,0.3,109491,0.44,22,52,1,0,1,1,1,1,0,0
2339,49,Male,Undergraduate,Self-Employed,2447709,96728,398752,0.9,2975934,0.48,25,34,1,0,0,0,0,1,0,0
2340,26,Female,Undergraduate,Self-Employed,2327519,307991,250744,0.11,1714770,0.26,1,49,1,1,0,0,0,0,0,0
2341,52,Male,Graduate,Business,2902020,33103,721763,0.34,2285243,0.43,17,3,1,0,1,0,0,1,1,0
2342,49,Female,Graduate,Self-Employed,584618,460695,329560,0.41,80396,0.19,6,4,1,1,1,0,1,0,1,1
2343,63,Male,Post-Graduate,Salaried,1039316,392850,616072,0.67,2531034,0.51,12,25,1,1,0,0,0,0,0,0
2344,22,Female,Post-Graduate,Professional,1534834,256142,162251,0.08,602101,0.39,4,57,1,0,0,0,1,1,1,0
2345,43,Male,Post-Graduate,Self-Employed,989872,235465,266266,0.85,1040625,0.48,21,5,1,0,1,1,0,1,1,1
2346,39,Male,Undergraduate,Salaried,2211719,486063,113376,0.64,2047315,0.31,16,12,1,0,0,0,0,0,0,0
2347,51,Female,Post-Graduate,Self-Employed,802070,332931,78369,0.3,1398429,0.18,21,53,1,0,0,0,1,1,1,0
2348,25,Female,Undergraduate,Professional,1718447,490195,228193,0.64,2494117,0.29,3,55,0,0,0,0,1,1,1,1
2349,39,Male,Post-Graduate,Salaried,301177,158016,575035,0.53,2626186,0.26,25,24,1,0,0,0,1,1,1,0
2350,54,Female,Post-Graduate,Self-Employed,1873625,256657,748686,0.35,845210,0.23,17,19,1,1,0,0,0,0,1,0
2351,30,Male,Graduate,Self-Employed,1617178,24974,745132,0.08,2568485,0.17,22,32,0,0,1,1,1,0,1,0
2352,45,Female,Undergraduate,Salaried,752914,319128,774443,0.55,1170459,0.47,18,12,1,0,0,1,1,1,1,0
2353,22,Male,Post-Graduate,Business,2714071,56893,472227,0.12,443801,0.1,18,37,1,1,0,0,1,1,0,1
2354,31,Female,Graduate,Salaried,1009226,429530,396862,0.78,1833979,0.54,25,55,1,1,1,0,1,0,0,0
2355,51,Male,Undergraduate,Salaried,1499758,301996,761117,0.13,1090975,0.15,26,47,1,1,0,0,1,0,0,1
2356,35,Male,Undergraduate,Salaried,2374119,277097,765382,0.44,889013,0.59,18,27,1,0,0,0,1,1,1,0
2357,29,Male,Post-Graduate,Salaried,1442365,230890,379703,0.44,1413911,0.59,25,18,1,0,1,0,0,0,0,0
2358,43,Female,Undergraduate,Self-Employed,2785344,348917,124128,0.55,2826151,0.27,28,25,1,1,0,0,1,1,1,1
2359,39,Male,Graduate,Salaried,2327526,243756,765122,0.09,2699930,0.59,28,51,1,1,0,1,1,1,1,0
2360,29,Female,Graduate,Salaried,1421291,300592,375913,0.23,1716949,0.53,8,23,1,1,0,0,1,1,1,0
2361,55,Female,Undergraduate,Professional,2149857,41771,660640,0.23,220499,0.1,23,57,0,1,0,1,0,1,0,0
2362,41,Female,Graduate,Self-Employed,1156412,61550,600787,0.59,2945092,0.57,8,57,1,1,1,0,1,0,1,1
2363,29,Male,Undergraduate,Professional,1783782,65378,731304,0.29,1700164,0.07,13,3,1,1,0,0,1,0,0,1
2364,48,Female,Graduate,Self-Employed,2719162,195967,409942,0.18,486893,0.15,12,2,1,1,0,1,0,1,0,0
2365,27,Female,Undergraduate,Business,1820139,252329,224352,0.07,1045660,0.37,25,11,1,1,1,0,0,0,1,0
2366,36,Female,Undergraduate,Business,2069033,199809,433995,0.81,5194,0.09,15,46,1,0,1,0,1,0,0,1
2367,36,Male,Undergraduate,Self-Employed,900296,78124,224719,0.92,2914133,0.14,10,53,1,1,0,0,1,0,0,1
2368,53,Female,Graduate,Business,565245,201882,370885,0.68,571678,0.57,9,37,1,1,1,0,1,1,1,0
2369,24,Female,Undergraduate,Business,1113422,265976,545195,0.42,2626790,0.6,3,30,1,1,0,1,1,0,0,0
2370,24,Female,Undergraduate,Self-Employed,2892569,221423,453327,0.16,1447488,0.49,10,13,1,1,0,0,1,0,1,1
2371,59,Female,Post-Graduate,Salaried,1645331,344036,459605,0.48,1670414,0.33,17,40,0,0,0,0,0,0,1,0
2372,60,Male,Post-Graduate,Professional,1278999,423285,153837,0.46,2720012,0.55,15,6,1,1,0,1,1,1,0,1
2373,37,Male,Undergraduate,Self-Employed,396265,248497,239001,0.43,766252,0.11,24,12,1,1,1,0,0,1,0,0
2374,57,Female,Post-Graduate,Self-Employed,556146,286839,715073,0.39,812029,0.57,29,39,1,0,1,1,0,0,1,0
2375,59,Female,Undergraduate,Self-Employed,1312075,456677,714373,0.5,2719833,0.24,29,43,1,1,0,1,1,1,1,1
2376,49,Female,Post-Graduate,Professional,2988442,423999,693309,0.12,558981,0.52,10,8,1,1,0,0,1,0,0,0
2377,56,Female,Graduate,Self-Employed,1398463,273547,695609,0.08,422247,0.42,20,9,1,1,0,0,1,0,0,0
2378,58,Male,Graduate,Professional,410083,116695,53093,0.11,2176299,0.58,21,4,1,1,0,0,0,0,1,1
2379,59,Male,Undergraduate,Professional,1136960,169399,410201,0.23,1930652,0.53,14,37,1,0,0,0,0,0,0,0
2380,57,Male,Undergraduate,Business,2221647,77821,207953,0.3,2985135,0.54,27,36,1,1,0,1,0,1,1,0
2381,55,Male,Graduate,Salaried,2479776,149934,286994,0.2,803964,0.4,16,32,1,0,0,0,1,1,1,0
2382,27,Female,Graduate,Business,2204268,208336,736127,0.28,1309451,0.51,22,57,1,1,0,0,1,0,0,0
2383,47,Female,Post-Graduate,Self-Employed,1717213,283574,483961,0.22,1340118,0.47,6,12,1,0,0,0,0,1,0,0
2384,48,Male,Undergraduate,Self-Employed,2418795,175089,675142,0.19,2047857,0.14,7,18,1,1,0,1,1,1,1,1
2385,42,Male,Graduate,Professional,1408828,174718,83993,0.31,2696770,0.41,10,31,1,1,0,0,1,0,1,1
2386,34,Female,Graduate,Business,2750876,38922,524763,0.41,464049,0.13,19,47,1,1,0,1,0,0,0,1
2387,27,Female,Undergraduate,Professional,441406,152615,601420,0.72,1533706,0.53,18,40,1,1,0,1,0,1,0,0
2388,57,Female,Post-Graduate,Business,2496008,190721,222685,0.91,204804,0.09,28,43,0,0,0,0,0,0,1,0
2389,42,Female,Post-Graduate,Business,1873416,102099,630840,0.88,1439433,0.59,9,46,1,1,0,1,1,1,1,0
2390,25,Female,Post-Graduate,Business,2958419,428769,256139,0.48,2975860,0.27,2,39,1,0,0,1,1,0,1,0
2391,22,Male,Post-Graduate,Business,2012759,189932,644380,0.47,1950126,0.14,9,29,1,1,1,0,1,0,0,0
2392,47,Male,Graduate,Business,2905325,463604,708077,0.16,1024389,0.56,26,48,1,1,0,0,1,1,0,0
2393,41,Female,Undergraduate,Salaried,825148,332236,311669,0.92,1843023,0.07,4,55,1,0,1,0,1,0,1,1
2394,58,Female,Undergraduate,Self-Employed,300290,345258,675984,0.73,11742,0.31,11,40,1,1,1,0,1,0,0,0
2395,35,Male,Graduate,Business,1128849,293407,292862,0.81,1052118,0.47,17,29,1,0,1,1,1,0,0,1
2396,41,Female,Graduate,Business,699086,86204,485238,0.26,2429671,0.22,3,27,1,0,1,0,1,0,1,0
2397,30,Male,Graduate,Professional,333397,354602,351034,0.41,2150483,0.34,26,11,1,1,0,0,0,1,0,0
2398,43,Male,Undergraduate,Self-Employed,405311,415448,234752,0.14,601314,0.44,15,33,0,0,1,0,1,1,0,1
2399,59,Male,Undergraduate,Self-Employed,1583895,150164,256408,0.9,1819076,0.57,2,49,1,1,1,0,0,1,1,1
2400,25,Male,Undergraduate,Self-Employed,939450,437450,296841,0.31,490942,0.11,16,39,1,1,0,0,0,0,1,0
2401,21,Female,Post-Graduate,Business,2363881,268257,301865,0.59,423022,0.14,4,18,1,1,1,0,1,1,1,1
2402,33,Female,Graduate,Professional,2204624,312626,732584,0.19,2089282,0.33,18,44,1,1,0,0,1,1,1,1
2403,41,Male,Graduate,Self-Employed,378508,421333,244320,0.77,2234273,0.28,28,20,1,0,0,1,1,0,1,1
2404,46,Female,Graduate,Professional,367296,174330,686037,0.22,769547,0.28,10,28,1,1,1,0,0,1,1,0
2405,41,Female,Undergraduate,Salaried,1557350,499942,325964,0.78,1201690,0.21,6,22,1,1,1,0,0,0,0,1
2406,38,Female,Graduate,Salaried,1024294,388541,413102,0.41,960452,0.36,11,32,1,0,0,1,1,0,0,0
2407,57,Female,Graduate,Professional,2231169,69097,295915,0.57,1860712,0.54,10,21,1,0,0,0,1,0,1,0
2408,52,Male,Post-Graduate,Business,2051634,360775,300056,0.29,2122837,0.14,1,37,0,0,0,0,1,0,0,0
2409,56,Female,Undergraduate,Self-Employed,1555699,28302,264955,0.84,2161603,0.17,16,27,1,0,1,0,0,1,0,0
2410,37,Male,Graduate,Salaried,2063672,85762,464194,0.73,1624566,0.42,5,38,0,1,0,1,1,0,0,0
2411,55,Male,Undergraduate,Salaried,1097039,313078,456929,0.37,1909241,0.08,9,26,1,0,1,0,1,0,1,0
2412,31,Female,Undergraduate,Professional,592150,86439,343351,0.58,2136948,0.42,17,23,1,0,0,1,1,0,1,0
2413,41,Male,Undergraduate,Business,640698,229017,252911,0.17,1336475,0.22,4,34,1,0,0,1,1,0,1,1
2414,46,Female,Post-Graduate,Professional,2079288,52446,567330,0.19,1439430,0.25,2,12,1,0,1,1,0,0,1,0
2415,24,Female,Undergraduate,Professional,1237998,483637,315899,0.53,2261487,0.27,27,11,0,0,0,0,1,0,0,0
2416,54,Male,Undergraduate,Professional,2600591,343779,378510,0.63,365484,0.24,2,36,1,1,1,1,0,0,0,0
2417,38,Female,Undergraduate,Professional,2924887,298220,686217,0.55,2425217,0.51,5,32,1,0,1,1,0,0,0,0
2418,60,Male,Graduate,Professional,2378064,452565,744702,0.55,1603208,0.57,2,39,0,1,0,1,1,1,1,0
2419,55,Male,Post-Graduate,Business,1026480,118463,391373,0.72,2043342,0.35,13,37,1,1,1,0,1,0,0,0
2420,61,Female,Graduate,Professional,2948596,56578,318265,0.86,2854430,0.37,5,43,1,1,0,0,1,0,1,1
2421,49,Female,Post-Graduate,Business,991919,150798,209376,0.4,2396835,0.09,1,16,1,0,0,0,0,0,1,1
2422,49,Female,Post-Graduate,Self-Employed,2025401,323009,98294,0.53,2759792,0.44,21,42,1,0,0,0,0,0,0,0
2423,58,Male,Undergraduate,Self-Employed,2742049,85076,114902,0.85,673640,0.37,29,31,1,0,1,1,0,1,0,0
2424,62,Female,Undergraduate,Self-Employed,1854794,129471,280718,0.47,2256654,0.08,15,41,1,1,0,0,1,0,0,0
2425,41,Male,Graduate,Self-Employed,1883054,280246,794959,0.45,187232,0.16,19,6,0,0,0,1,0,0,1,0
2426,62,Male,Post-Graduate,Salaried,2460546,22754,303089,0.74,1019325,0.16,14,13,1,0,0,0,1,1,0,1
2427,33,Female,Undergraduate,Business,1813588,439828,751377,0.84,2582814,0.14,12,36,1,0,1,0,1,1,0,1
2428,61,Female,Undergraduate,Self-Employed,2808927,174435,427293,0.71,553882,0.41,2,11,1,0,0,0,1,0,0,1
2429,37,Female,Undergraduate,Salaried,582701,477082,429823,0.14,1275649,0.56,27,11,1,0,0,0,1,0,1,1
2430,29,Male,Undergraduate,Business,2834149,387846,466443,0.47,2355400,0.47,20,48,1,0,1,0,0,0,0,0
2431,61,Female,Graduate,Salaried,2618677,468993,132435,0.24,1737514,0.31,1,58,1,0,0,0,1,0,0,0
2432,21,Male,Graduate,Salaried,2942015,159819,514623,0.34,2605938,0.27,3,20,1,1,0,0,1,0,0,0
2433,22,Female,Undergraduate,Professional,2651099,450986,292893,0.47,2188666,0.26,11,29,1,0,0,1,1,1,0,0
2434,49,Female,Undergraduate,Salaried,1199648,190956,465050,0.25,2745608,0.38,17,19,1,1,0,1,0,0,0,1
2435,53,Male,Undergraduate,Salaried,2401768,468886,267831,0.51,385921,0.25,24,30,1,1,1,1,0,1,0,1
2436,30,Male,Undergraduate,Business,989123,365515,341690,0.63,813412,0.17,5,6,1,1,0,1,0,0,1,1
2437,60,Female,Undergraduate,Salaried,783513,488897,138410,0.84,1637616,0.38,17,56,1,1,0,1,0,1,0,0
2438,41,Female,Post-Graduate,Professional,986230,438610,470188,0.24,466873,0.26,18,17,0,1,0,0,1,1,0,0
2439,48,Female,Post-Graduate,Self-Employed,2930974,332628,770819,0.33,1840237,0.06,25,18,1,0,0,1,0,0,1,0
2440,31,Female,Post-Graduate,Self-Employed,2667217,266438,495599,0.42,2015193,0.06,23,36,1,1,0,0,0,1,0,0
2441,54,Female,Post-Graduate,Business,1652762,315228,315840,0.25,1250368,0.2,3,55,1,0,1,0,0,0,0,0
2442,28,Male,Undergraduate,Business,1924073,237727,102445,0.35,148544,0.33,15,18,1,1,1,0,1,0,1,0
2443,42,Male,Post-Graduate,Salaried,2072376,172165,723373,0.85,274154,0.24,16,43,1,0,0,0,0,0,1,0
2444,28,Male,Post-Graduate,Business,540763,17179,480473,0.17,1710174,0.06,15,12,1,1,1,0,0,0,1,1
2445,35,Male,Graduate,Salaried,1664323,175350,696539,0.45,668106,0.17,17,42,1,1,0,0,0,1,0,0
2446,37,Female,Post-Graduate,Business,2441529,317957,379696,0.33,2930372,0.1,18,56,1,1,0,1,0,1,1,0
2447,43,Male,Post-Graduate,Self-Employed,1626503,225788,573233,0.12,2023202,0.57,23,3,1,1,0,0,1,1,0,1
2448,44,Male,Undergraduate,Self-Employed,1619235,213515,91126,0.14,2032010,0.22,8,47,1,1,1,0,1,1,1,0
2449,39,Male,Post-Graduate,Self-Employed,2217858,112816,83743,0.76,1545411,0.06,21,18,1,1,0,1,1,1,0,0
2450,25,Female,Post-Graduate,Self-Employed,1707496,374750,398611,0.82,1320485,0.41,29,16,1,0,0,0,1,1,1,0
2451,52,Male,Undergraduate,Salaried,645508,204900,332472,0.72,1437553,0.18,28,39,1,0,1,1,0,0,0,1
2452,64,Female,Post-Graduate,Salaried,410532,126331,574497,0.54,125076,0.36,14,43,1,1,1,0,0,1,0,1
2453,21,Male,Undergraduate,Salaried,521586,119264,554575,0.75,256365,0.13,4,28,1,0,0,0,1,0,1,0
2454,43,Female,Post-Graduate,Self-Employed,1893800,79942,59800,0.19,1603291,0.59,10,42,1,1,0,1,0,0,1,1
2455,57,Male,Graduate,Professional,2793466,367683,115749,0.75,315847,0.58,20,9,1,1,0,0,0,1,1,0
2456,28,Female,Graduate,Self-Employed,2847640,291892,399961,0.43,1773843,0.41,21,20,1,0,0,1,0,0,0,0
2457,33,Male,Post-Graduate,Self-Employed,2519195,360832,468764,0.73,2807338,0.44,7,18,1,0,0,0,0,0,1,0
2458,28,Female,Graduate,Professional,2841707,85127,733735,0.25,462333,0.28,29,25,1,1,0,1,1,1,1,0
2459,43,Female,Undergraduate,Professional,1301992,281886,702684,0.8,1979629,0.58,23,58,1,1,0,1,1,0,1,1
2460,63,Male,Post-Graduate,Business,2670281,13411,377983,0.56,1841556,0.28,20,21,0,0,0,1,0,0,0,0
2461,21,Female,Undergraduate,Self-Employed,439355,92002,696252,0.06,1211711,0.18,1,45,1,0,1,0,0,1,0,1
2462,44,Female,Graduate,Professional,419635,310608,761512,0.52,108138,0.11,21,26,1,1,1,1,0,0,0,1
2463,55,Male,Undergraduate,Business,2181331,122067,273019,0.33,2806559,0.16,7,23,1,1,0,1,1,0,1,0
2464,44,Male,Graduate,Professional,1156730,301842,100012,0.1,1907491,0.36,12,10,1,0,0,1,0,1,0,0
2465,37,Female,Graduate,Professional,1710777,134359,267039,0.45,908904,0.18,4,53,1,1,1,0,1,1,0,0
2466,25,Male,Graduate,Business,1877918,381560,478151,0.33,1481796,0.41,7,44,1,1,0,0,1,1,0,0
2467,40,Male,Undergraduate,Self-Employed,509884,348155,788913,0.23,2397292,0.26,24,13,0,1,0,1,0,1,0,1
2468,41,Male,Graduate,Business,1944181,434324,671777,0.36,798899,0.54,15,53,1,1,0,0,1,1,0,1
2469,60,Female,Post-Graduate,Self-Employed,1627191,94360,260463,0.21,1996931,0.36,2,54,1,0,0,0,1,0,1,0
2470,51,Female,Graduate,Professional,2260030,343440,530176,0.32,1279494,0.39,2,37,1,1,1,0,0,0,1,0
2471,56,Female,Post-Graduate,Business,1848838,93702,412825,0.15,557025,0.36,5,56,1,0,0,0,0,0,0,1
2472,31,Female,Post-Graduate,Salaried,2058261,401914,76326,0.13,1805139,0.54,3,59,1,1,1,0,1,1,1,1
2473,35,Female,Post-Graduate,Professional,2161535,319277,536010,0.87,1140722,0.08,16,12,1,1,1,0,0,1,1,1
